Date,Inflation Rate,Simple Growth Rate %,Y-o-Y Change %,Annual % Rate,Type
Nov-30-1923,0,NM,NM,NM,Actual
Oct-31-1923,0,NM,NM,NM,Actual
Sep-30-1923,0,NM,NM,NM,Actual
Aug-31-1923,0,NM,NM,NM,Actual
Jul-31-1923,0,NM,NM,NM,Actual
Jun-30-1923,1.1,NM,NM,NM,Actual
May-31-1923,1.1,NM,NM,NM,Actual
Apr-30-1923,0,NM,NM,NM,Actual
Mar-31-1923,1.09,NM,NM,NM,Actual
Feb-28-1923,-1.08,NM,NM,NM,Actual
Jan-31-1923,-2.13,NM,NM,NM,Actual
Dec-31-1922,-2.13,NM,NM,NM,Actual
Nov-30-1922,-2.13,NM,NM,NM,Actual
Oct-31-1922,-5.15,NM,NM,NM,Actual
Sep-30-1922,-5.15,NM,NM,NM,Actual
Aug-31-1922,-5.15,NM,NM,NM,Actual
Jul-31-1922,-6.19,NM,NM,NM,Actual
Jun-30-1922,-6.19,NM,NM,NM,Actual
May-31-1922,-9,NM,NM,NM,Actual
Apr-30-1922,-9.8,NM,NM,NM,Actual
Mar-31-1922,-12.38,NM,NM,NM,Actual
Feb-28-1922,-13.89,NM,NM,NM,Actual
Jan-31-1922,-14.55,NM,NM,NM,Actual
Dec-31-1921,-16.07,NM,NM,NM,Actual
Nov-30-1921,-16.81,NM,NM,NM,Actual
Oct-31-1921,-15.65,NM,NM,NM,Actual
Sep-30-1921,-15.65,NM,NM,NM,Actual
Aug-31-1921,-17.09,NM,NM,NM,Actual
Jul-31-1921,-17.8,NM,NM,NM,Actual
Jun-30-1921,-17.8,NM,NM,NM,Actual
May-31-1921,-13.79,NM,NM,NM,Actual
Apr-30-1921,-9.73,NM,NM,NM,Actual
Mar-31-1921,-6.25,NM,NM,NM,Actual
Feb-28-1921,0,NM,NM,NM,Actual
Jan-31-1921,3.77,NM,NM,NM,Actual
Dec-31-1920,9.8,NM,NM,NM,Actual
Nov-30-1920,11.88,NM,NM,NM,Actual
Oct-31-1920,15,NM,NM,NM,Actual
Sep-30-1920,15,NM,NM,NM,Actual
Aug-31-1920,17,NM,NM,NM,Actual
Jul-31-1920,20.41,NM,NM,NM,Actual
Jun-30-1920,21.65,NM,NM,NM,Actual
May-31-1920,19.59,NM,NM,NM,Actual
Apr-30-1920,20.21,NM,NM,NM,Actual
Mar-31-1920,19.15,NM,NM,NM,Actual
Feb-29-1920,14.89,NM,NM,NM,Actual
Jan-31-1920,11.58,NM,NM,NM,Actual
Dec-31-1919,8.51,NM,NM,NM,Actual
Nov-30-1919,7.45,NM,NM,NM,Actual
Oct-31-1919,7.53,NM,NM,NM,Actual
Sep-30-1919,8.7,NM,NM,NM,Actual
Aug-31-1919,8.7,NM,NM,NM,Actual
Jul-31-1919,10.11,NM,NM,NM,Actual
Jun-30-1919,10.23,NM,NM,NM,Actual
May-31-1919,11.49,NM,NM,NM,Actual
Apr-30-1919,9.3,NM,NM,NM,Actual
Mar-31-1919,9.3,NM,NM,NM,Actual
Feb-28-1919,10.59,NM,NM,NM,Actual
Jan-31-1919,13.1,NM,NM,NM,Actual
Dec-31-1918,13.25,NM,NM,NM,Actual
Nov-30-1918,14.63,NM,NM,NM,Actual
Oct-31-1918,13.41,NM,NM,NM,Actual
Sep-30-1918,15,NM,NM,NM,Actual
Aug-31-1918,15,NM,NM,NM,Actual
Jul-31-1918,11.25,NM,NM,NM,Actual
Jun-30-1918,10,NM,NM,NM,Actual
May-31-1918,10.13,NM,NM,NM,Actual
Apr-30-1918,13.16,NM,NM,NM,Actual
Mar-31-1918,13.16,NM,NM,NM,Actual
Feb-28-1918,14.86,NM,NM,NM,Actual
Jan-31-1918,13.51,NM,NM,NM,Actual
Dec-31-1917,15.28,NM,NM,NM,Actual
Nov-30-1917,15.49,NM,NM,NM,Actual
Oct-31-1917,18.84,NM,NM,NM,Actual
Sep-30-1917,17.65,NM,NM,NM,Actual
Aug-31-1917,21.21,NM,NM,NM,Actual
Jul-31-1917,21.21,NM,NM,NM,Actual
Jun-30-1917,21.21,NM,NM,NM,Actual
May-31-1917,21.54,NM,NM,NM,Actual
Apr-30-1917,16.92,NM,NM,NM,Actual
Mar-31-1917,16.92,NM,NM,NM,Actual
Feb-28-1917,13.85,NM,NM,NM,Actual
Jan-31-1917,15.63,NM,NM,NM,Actual
Dec-31-1916,14.29,NM,NM,NM,Actual
Nov-30-1916,12.7,NM,NM,NM,Actual
Oct-31-1916,13.11,NM,NM,NM,Actual
Sep-30-1916,11.48,NM,NM,NM,Actual
Aug-31-1916,8.2,NM,NM,NM,Actual
Jul-31-1916,8.2,NM,NM,NM,Actual
Jun-30-1916,8.2,NM,NM,NM,Actual
May-31-1916,6.56,NM,NM,NM,Actual
Apr-30-1916,6.56,NM,NM,NM,Actual
Mar-31-1916,6.56,NM,NM,NM,Actual
Feb-29-1916,6.56,NM,NM,NM,Actual
Jan-31-1916,4.92,NM,NM,NM,Actual
Dec-31-1915,3.28,NM,NM,NM,Actual
Nov-30-1915,3.28,NM,NM,NM,Actual
Oct-31-1915,0,NM,NM,NM,Actual
Sep-30-1915,1.67,NM,NM,NM,Actual
Aug-31-1915,1.67,NM,NM,NM,Actual
Jul-31-1915,3.39,NM,NM,NM,Actual
Jun-30-1915,1.67,NM,NM,NM,Actual
May-31-1915,3.39,NM,NM,NM,Actual
Apr-30-1915,1.67,NM,NM,NM,Actual
Mar-31-1915,1.67,NM,NM,NM,Actual
Feb-28-1915,1.67,NM,NM,NM,Actual
Jan-31-1915,1.67,NM,NM,NM,Actual
,,,,,
Economic Time Series Data Provided By:,,,,,
